"Time","Sensor SHT20","Sensor BMP280"
2021-07-27 17:25:00,16.03,28.68
2021-07-27 17:26:00,15.87,27.78
2021-07-27 17:27:00,15.67,26.84
2021-07-27 17:28:00,15.56,26.14
2021-07-27 17:29:00,15.54,25.57
2021-07-27 17:30:00,15.54,25.08
2021-07-27 17:31:00,15.48,24.6
2021-07-27 17:32:00,15.44,24.17
2021-07-27 17:33:00,15.38,23.665
2021-07-27 17:34:00,15.46,23.4
2021-07-27 17:35:00,15.52,23.62
2021-07-27 17:36:00,15.58,23.99
2021-07-27 17:37:00,15.67,24.19
2021-07-27 17:38:00,15.69,24.35
2021-07-27 17:39:00,15.62,24.22
2021-07-27 17:40:00,15.56,24.03
2021-07-27 17:41:00,15.58,23.87
2021-07-27 17:42:00,15.71,24.03
2021-07-27 17:43:00,15.82,24.71
2021-07-27 17:44:00,15.86,25.27
2021-07-27 17:45:00,15.86,25.55
2021-07-27 17:46:00,15.93,25.69
2021-07-27 17:47:00,15.78,25.65
2021-07-27 17:48:00,15.84,25.62
2021-07-27 17:49:00,16.15,26.41
2021-07-27 17:50:00,16.47,27.98
2021-07-27 17:51:00,16.46,28.92
2021-07-27 17:52:00,16.19,28.8
2021-07-27 17:53:00,16.15,28.56
2021-07-27 17:54:00,16.19,28.88
2021-07-27 17:55:00,16.19,29.55
2021-07-27 17:56:00,16.24,30.06
2021-07-27 17:57:00,16.31,30.25
2021-07-27 17:58:00,16.27,30.01
2021-07-27 17:59:00,16.19,29.46
2021-07-27 18:00:00,16.17,28.83
2021-07-27 18:01:00,16.07,28.13
2021-07-27 18:02:00,16,27.43
2021-07-27 18:03:00,15.92,26.75
2021-07-27 18:04:00,15.83,26.26
2021-07-27 18:05:00,15.75,25.76
2021-07-27 18:06:00,15.61,25.32
2021-07-27 18:07:00,15.52,25.17
2021-07-27 18:08:00,15.55,25.01
2021-07-27 18:09:00,15.825,25.475
2021-07-27 18:10:00,15.92,25.66
2021-07-27 18:11:00,16.01,25.78
2021-07-27 18:12:00,15.99,26.11
2021-07-27 18:13:00,15.81,26.05
2021-07-27 18:14:00,15.72,25.59
2021-07-27 18:15:00,15.7,25.12
2021-07-27 18:16:00,15.7,24.66
2021-07-27 18:17:00,15.66,24.23
2021-07-27 18:18:00,15.59,23.95
2021-07-27 18:19:00,15.69,24.04
2021-07-27 18:20:00,15.8,24.6
2021-07-27 18:21:00,15.75,25
2021-07-27 18:22:00,15.68,25.54
2021-07-27 18:23:00,15.6,25.66
2021-07-27 18:24:00,15.59,25.91
2021-07-27 18:25:00,15.67,25.91
2021-07-27 18:26:00,15.77,25.96
2021-07-27 18:27:00,16.075000000000003,26.875
2021-07-27 18:28:00,16.26,27.74
2021-07-27 18:29:00,16.15,27.72
2021-07-27 18:30:00,16.15,27.84
2021-07-27 18:31:00,16.01,27.54
2021-07-27 18:32:00,15.87,26.93
2021-07-27 18:33:00,15.71,26.17
2021-07-27 18:34:00,15.67,25.62
2021-07-27 18:35:00,15.66,25.42
2021-07-27 18:36:00,15.53,25.14
2021-07-27 18:37:00,15.44,24.65
2021-07-27 18:38:00,15.46,24.43
2021-07-27 18:39:00,15.47,24.67
2021-07-27 18:40:00,15.44,24.56
2021-07-27 18:41:00,15.39,24.23
2021-07-27 18:42:00,15.37,23.89
2021-07-27 18:43:00,15.41,23.57
2021-07-27 18:44:00,15.38,23.4
2021-07-27 18:45:00,15.265,23.085
2021-07-27 18:46:00,15.21,22.69
2021-07-27 18:47:00,15.23,22.45
2021-07-27 18:48:00,15.26,22.39
2021-07-27 18:49:00,15.21,22.29
2021-07-27 18:50:00,15.22,22.21
2021-07-27 18:51:00,15.32,22.37
2021-07-27 18:52:00,15.38,22.97
2021-07-27 18:53:00,15.52,23.74
2021-07-27 18:54:00,15.62,24.4
2021-07-27 18:55:00,15.73,24.79
2021-07-27 18:56:00,15.78,24.8
2021-07-27 18:57:00,15.8,24.92
2021-07-27 18:58:00,15.86,25.2
2021-07-27 18:59:00,15.88,25.39
2021-07-27 19:00:00,15.88,25.44
2021-07-27 19:01:00,15.78,25.19
2021-07-27 19:02:00,15.73,24.94
2021-07-27 19:03:00,15.465,24.310000000000002
2021-07-27 19:04:00,15.28,23.51
2021-07-27 19:05:00,15.19,22.95
2021-07-27 19:06:00,15.13,22.48
2021-07-27 19:07:00,15.09,22.11
2021-07-27 19:08:00,15.07,21.77
2021-07-27 19:09:00,15,21.5
2021-07-27 19:10:00,14.95,21.29
2021-07-27 19:11:00,14.95,21.06
2021-07-27 19:12:00,14.95,20.91
2021-07-27 19:13:00,14.95,21.2
2021-07-27 19:14:00,14.94,21.44
2021-07-27 19:15:00,14.83,21.46
2021-07-27 19:16:00,14.92,21.59
2021-07-27 19:17:00,14.79,21.61
2021-07-27 19:18:00,14.68,21.33
2021-07-27 19:19:00,14.65,21.11
2021-07-27 19:20:00,14.73,21.25
2021-07-27 19:21:00,14.895,21.805
2021-07-27 19:22:00,14.95,22.58
2021-07-27 19:23:00,15.1,23.4
2021-07-27 19:24:00,15.15,24.1
2021-07-27 19:25:00,15.21,24.71
2021-07-27 19:26:00,15.25,25.14
2021-07-27 19:27:00,15.31,25.55
2021-07-27 19:28:00,15.29,25.62
2021-07-27 19:29:00,15.11,25.09
2021-07-27 19:30:00,14.91,24.22
2021-07-27 19:31:00,14.72,23.32
2021-07-27 19:32:00,14.6,22.57
2021-07-27 19:33:00,14.58,21.95
2021-07-27 19:34:00,14.64,21.58
2021-07-27 19:35:00,14.57,21.25
2021-07-27 19:36:00,14.51,20.93
2021-07-27 19:37:00,14.45,20.62
2021-07-27 19:38:00,14.39,20.36
2021-07-27 19:39:00,14.36,20.1
2021-07-27 19:40:00,14.305,19.759999999999998
2021-07-27 19:41:00,14.2,19.41
2021-07-27 19:42:00,14.14,19.19
2021-07-27 19:43:00,14.15,18.98
2021-07-27 19:44:00,14.13,18.81
2021-07-27 19:45:00,14.09,18.64
2021-07-27 19:46:00,13.98,18.44
2021-07-27 19:47:00,13.92,18.26
2021-07-27 19:48:00,13.89,18.08
2021-07-27 19:49:00,13.88,17.94
2021-07-27 19:50:00,13.89,17.79
2021-07-27 19:51:00,13.88,17.67
2021-07-27 19:52:00,13.88,17.58
2021-07-27 19:53:00,13.9,17.48
2021-07-27 19:54:00,13.89,17.4
2021-07-27 19:55:00,13.8,17.34
2021-07-27 19:56:00,13.74,17.18
2021-07-27 19:57:00,13.695,17.03
2021-07-27 19:58:00,13.65,16.89
2021-07-27 19:59:00,13.61,16.8
2021-07-27 20:00:00,13.59,16.72
2021-07-27 20:01:00,13.53,16.64
2021-07-27 20:02:00,13.5,16.57
2021-07-27 20:03:00,13.5,16.51
2021-07-27 20:04:00,13.5,16.49
2021-07-27 20:05:00,13.52,16.47
2021-07-27 20:06:00,13.53,16.46
2021-07-27 20:07:00,13.48,16.43
2021-07-27 20:08:00,13.46,16.41
2021-07-27 20:09:00,13.46,16.37
2021-07-27 20:10:00,13.43,16.34
2021-07-27 20:11:00,13.39,16.3
2021-07-27 20:12:00,13.34,16.24
2021-07-27 20:13:00,13.34,16.23
2021-07-27 20:14:00,13.34,16.13
2021-07-27 20:15:00,13.335,16.015
2021-07-27 20:16:00,13.32,16.01
2021-07-27 20:17:00,13.3,16.03
2021-07-27 20:18:00,13.3,16.12
2021-07-27 20:19:00,13.3,16.1
2021-07-27 20:20:00,13.29,16.19
2021-07-27 20:21:00,13.26,16.13
2021-07-27 20:22:00,13.29,16.16
2021-07-27 20:23:00,13.41,16.29
2021-07-27 20:24:00,13.5,16.64
2021-07-27 20:25:00,13.58,17.11
2021-07-27 20:26:00,13.7,17.58
2021-07-27 20:27:00,13.74,18.01
2021-07-27 20:28:00,13.78,18.29
2021-07-27 20:29:00,13.73,18.46
2021-07-27 20:30:00,13.74,18.53
2021-07-27 20:31:00,13.76,18.65
2021-07-27 20:32:00,13.8,18.79
2021-07-27 20:33:00,13.765,19.005000000000003
2021-07-27 20:34:00,13.73,19.21
2021-07-27 20:35:00,13.71,19.27
2021-07-27 20:36:00,13.75,19.3
2021-07-27 20:37:00,13.71,19.32
2021-07-27 20:38:00,13.69,19.36
2021-07-27 20:39:00,13.71,19.4
2021-07-27 20:40:00,13.7,19.43
2021-07-27 20:41:00,13.64,19.32
2021-07-27 20:42:00,13.61,19.17
2021-07-27 20:43:00,13.55,18.92
2021-07-27 20:44:00,13.49,18.51
2021-07-27 20:45:00,13.38,18.1
2021-07-27 20:46:00,13.25,17.51
2021-07-27 20:47:00,13.09,17.14
2021-07-27 20:48:00,12.99,16.79
2021-07-27 20:49:00,12.88,16.44
2021-07-27 20:50:00,12.8,16.13
2021-07-27 20:51:00,12.695,15.67
2021-07-27 20:52:00,12.59,15.29
2021-07-27 20:53:00,12.52,15.05
2021-07-27 20:54:00,12.48,14.82
2021-07-27 20:55:00,12.45,14.61
2021-07-27 20:56:00,12.42,14.4
2021-07-27 20:57:00,12.36,14.22
2021-07-27 20:58:00,12.33,14.04
2021-07-27 20:59:00,12.28,13.88
2021-07-27 21:00:00,12.23,13.73
2021-07-27 21:01:00,12.2,13.58
2021-07-27 21:02:00,12.16,13.45
2021-07-27 21:03:00,12.14,13.32
2021-07-27 21:04:00,12.14,13.2
2021-07-27 21:05:00,12.08,13.12
2021-07-27 21:06:00,12.05,12.97
2021-07-27 21:07:00,12,12.88
2021-07-27 21:08:00,11.91,12.71
2021-07-27 21:09:00,11.88,12.55
2021-07-27 21:10:00,11.86,12.46
2021-07-27 21:11:00,11.82,12.36
2021-07-27 21:12:00,11.76,12.24
2021-07-27 21:13:00,11.72,12.15
2021-07-27 21:14:00,11.69,12.03
2021-07-27 21:15:00,11.64,11.91
2021-07-27 21:16:00,11.63,11.81
2021-07-27 21:17:00,11.61,11.71
2021-07-27 21:18:00,11.58,11.62
2021-07-27 21:19:00,11.55,11.55
2021-07-27 21:20:00,11.49,11.48
2021-07-27 21:21:00,11.45,11.39
2021-07-27 21:22:00,11.41,11.31
2021-07-27 21:23:00,11.37,11.24
2021-07-27 21:24:00,11.32,11.16
2021-07-27 21:25:00,11.29,11.1
2021-07-27 21:26:00,11.245000000000001,10.975
2021-07-27 21:27:00,11.23,10.9
2021-07-27 21:28:00,11.22,10.88
2021-07-27 21:29:00,11.2,10.83
2021-07-27 21:30:00,11.17,10.78
2021-07-27 21:31:00,11.11,10.72
2021-07-27 21:32:00,11.11,10.67
2021-07-27 21:33:00,11.1,10.64
2021-07-27 21:34:00,11.09,10.61
2021-07-27 21:35:00,11.08,10.59
2021-07-27 21:36:00,11.04,10.56
2021-07-27 21:37:00,10.99,10.53
2021-07-27 21:38:00,10.96,10.49
2021-07-27 21:39:00,10.98,10.44
2021-07-27 21:40:00,10.97,10.43
2021-07-27 21:41:00,10.95,10.41
2021-07-27 21:42:00,10.95,10.38
2021-07-27 21:43:00,10.96,10.36
2021-07-27 21:44:00,10.94,10.335
2021-07-27 21:45:00,10.92,10.32
2021-07-27 21:46:00,10.88,10.3
2021-07-27 21:47:00,10.85,10.27
2021-07-27 21:48:00,10.82,10.23
2021-07-27 21:49:00,10.81,10.23
2021-07-27 21:50:00,10.81,10.15
2021-07-27 21:51:00,10.79,10.13
2021-07-27 21:52:00,10.77,10.1
2021-07-27 21:53:00,10.72,10.07
2021-07-27 21:54:00,10.69,10.01
2021-07-27 21:55:00,10.66,9.96
2021-07-27 21:56:00,10.63,9.92
2021-07-27 21:57:00,10.6,9.84
2021-07-27 21:58:00,10.6,9.81
2021-07-27 21:59:00,10.58,9.8
2021-07-27 22:00:00,10.57,9.78
2021-07-27 22:01:00,10.53,9.76
2021-07-27 22:02:00,10.455,9.68
2021-07-27 22:03:00,10.43,9.61
2021-07-27 22:04:00,10.42,9.58
2021-07-27 22:05:00,10.43,9.59
2021-07-27 22:06:00,10.43,9.53
2021-07-27 22:07:00,10.43,9.53
2021-07-27 22:08:00,10.4,9.52
2021-07-27 22:09:00,10.36,9.51
2021-07-27 22:10:00,10.31,9.47
2021-07-27 22:11:00,10.35,9.43
2021-07-27 22:12:00,10.37,9.42
2021-07-27 22:13:00,10.36,9.42
2021-07-27 22:14:00,10.35,9.41
2021-07-27 22:15:00,10.35,9.39
2021-07-27 22:16:00,10.35,9.41
2021-07-27 22:17:00,10.33,9.4
2021-07-27 22:18:00,10.28,9.38
2021-07-27 22:19:00,10.245000000000001,9.315000000000001
2021-07-27 22:20:00,10.19,9.27
2021-07-27 22:21:00,10.15,9.24
2021-07-27 22:22:00,10.09,9.2
2021-07-27 22:23:00,10.04,9.2
2021-07-27 22:24:00,10.01,9.11
2021-07-27 22:25:00,9.98,9.08
2021-07-27 22:26:00,9.94,9.04
2021-07-27 22:27:00,9.91,9.06
2021-07-27 22:28:00,9.91,9.06
2021-07-27 22:29:00,9.92,9.12
2021-07-27 22:30:00,9.91,9.13
2021-07-27 22:31:00,9.86,9.15
2021-07-27 22:32:00,9.82,9.15
2021-07-27 22:33:00,9.81,9.15
2021-07-27 22:34:00,9.79,9.13
2021-07-27 22:35:00,9.77,9.11
2021-07-27 22:36:00,9.76,9.09
2021-07-27 22:37:00,9.735,9.08
2021-07-27 22:38:00,9.71,9.02
2021-07-27 22:39:00,9.7,9.01
2021-07-27 22:40:00,9.69,9.02
2021-07-27 22:41:00,9.7,8.97
2021-07-27 22:42:00,9.69,8.96
2021-07-27 22:43:00,9.66,8.98
2021-07-27 22:44:00,9.65,8.91
2021-07-27 22:45:00,9.62,8.89
2021-07-27 22:46:00,9.59,8.9
2021-07-27 22:47:00,9.55,8.83
2021-07-27 22:48:00,9.54,8.8
2021-07-27 22:49:00,9.55,8.8
2021-07-27 22:50:00,9.56,8.76
2021-07-27 22:51:00,9.57,8.75
2021-07-27 22:52:00,9.57,8.75
2021-07-27 22:53:00,9.57,8.75
2021-07-27 22:54:00,9.55,8.73
2021-07-27 22:55:00,9.5,8.695
2021-07-27 22:56:00,9.45,8.64
2021-07-27 22:57:00,9.47,8.62
2021-07-27 22:58:00,9.5,8.62
2021-07-27 22:59:00,9.51,8.61
2021-07-27 23:00:00,9.49,8.6
2021-07-27 23:01:00,9.47,8.6
2021-07-27 23:02:00,9.4,8.53
2021-07-27 23:03:00,9.32,8.49
2021-07-27 23:04:00,9.31,8.44
2021-07-27 23:05:00,,
2021-07-27 23:06:00,9.31,8.41
2021-07-27 23:07:00,9.31,8.36
2021-07-27 23:08:00,9.32,8.3
2021-07-27 23:09:00,9.31,8.32
2021-07-27 23:10:00,9.31,8.27
2021-07-27 23:11:00,9.29,8.26
2021-07-27 23:12:00,9.24,8.24
2021-07-27 23:13:00,9.21,8.21
2021-07-27 23:14:00,,
2021-07-27 23:15:00,9.2,8.22
2021-07-27 23:16:00,9.22,8.16
2021-07-27 23:17:00,9.23,8.15
2021-07-27 23:18:00,9.23,8.16
2021-07-27 23:19:00,9.24,8.16
2021-07-27 23:20:00,9.22,8.16
2021-07-27 23:21:00,9.21,8.15
2021-07-27 23:22:00,9.184999999999999,8.120000000000001
2021-07-27 23:23:00,9.19,8.1
2021-07-27 23:24:00,9.2,8.09
2021-07-27 23:25:00,9.2,8.12
2021-07-27 23:26:00,9.19,8.09
2021-07-27 23:27:00,9.17,8.09
2021-07-27 23:28:00,9.16,8.08
2021-07-27 23:29:00,9.17,8.13
2021-07-27 23:30:00,9.16,8.09
2021-07-27 23:31:00,9.16,8.13
2021-07-27 23:32:00,9.14,8.11
2021-07-27 23:33:00,9.11,8.11
2021-07-27 23:34:00,9.1,8.09
2021-07-27 23:35:00,9.07,8.07
2021-07-27 23:36:00,9.05,8.04
2021-07-27 23:37:00,9.04,8.02
2021-07-27 23:38:00,9.03,8.01
2021-07-27 23:39:00,9.04,8.05
2021-07-27 23:40:00,9.015,7.995
2021-07-27 23:41:00,8.98,7.98
2021-07-27 23:42:00,8.97,7.99
2021-07-27 23:43:00,8.92,7.98
2021-07-27 23:44:00,8.9,7.97
2021-07-27 23:45:00,8.88,7.96
2021-07-27 23:46:00,8.87,7.96
2021-07-27 23:47:00,8.83,7.91
2021-07-27 23:48:00,8.81,7.9
2021-07-27 23:49:00,8.78,7.84
2021-07-27 23:50:00,8.77,7.81
2021-07-27 23:51:00,8.75,7.81
2021-07-27 23:52:00,8.74,7.77
2021-07-27 23:53:00,8.72,7.76
2021-07-27 23:54:00,8.68,7.74
2021-07-27 23:55:00,8.68,7.74
2021-07-27 23:56:00,8.64,7.72
2021-07-27 23:57:00,8.6,7.7
2021-07-27 23:58:00,8.54,7.655
2021-07-27 23:59:00,8.52,7.56
2021-07-28 00:00:00,8.49,7.52
2021-07-28 00:01:00,8.5,7.48
2021-07-28 00:02:00,8.5,7.46
2021-07-28 00:03:00,8.47,7.44
2021-07-28 00:04:00,8.44,7.42
2021-07-28 00:05:00,8.39,7.39
2021-07-28 00:06:00,8.35,7.35
2021-07-28 00:07:00,8.32,7.3
2021-07-28 00:08:00,8.31,7.26
2021-07-28 00:09:00,8.32,7.23
2021-07-28 00:10:00,8.31,7.22
2021-07-28 00:11:00,8.32,7.22
2021-07-28 00:12:00,8.34,7.23
2021-07-28 00:13:00,8.32,7.22
2021-07-28 00:14:00,,
2021-07-28 00:15:00,8.335,7.255
2021-07-28 00:16:00,8.29,7.25
2021-07-28 00:17:00,8.26,7.23
2021-07-28 00:18:00,8.2,7.2
2021-07-28 00:19:00,8.18,7.15
2021-07-28 00:20:00,8.15,7.12
2021-07-28 00:21:00,8.13,7.09
2021-07-28 00:22:00,8.13,7.06
2021-07-28 00:23:00,8.14,7.06
2021-07-28 00:24:00,8.13,7.06
2021-07-28 00:25:00,8.11,7.06
2021-07-28 00:26:00,8.08,7.07
2021-07-28 00:27:00,8.04,7.02
2021-07-28 00:28:00,8,6.99
2021-07-28 00:29:00,7.98,6.95
2021-07-28 00:30:00,7.97,6.92
2021-07-28 00:31:00,7.98,6.9
2021-07-28 00:32:00,7.96,6.9
2021-07-28 00:33:00,7.93,6.89
2021-07-28 00:34:00,7.93,6.91
2021-07-28 00:35:00,7.94,6.95
2021-07-28 00:36:00,7.92,6.93
2021-07-28 00:37:00,7.92,6.94
2021-07-28 00:38:00,7.89,6.95
2021-07-28 00:39:00,7.89,6.95
2021-07-28 00:40:00,7.87,6.94
2021-07-28 00:41:00,7.85,6.94
2021-07-28 00:42:00,7.85,6.95
2021-07-28 00:43:00,7.84,6.94
2021-07-28 00:44:00,7.83,6.95
2021-07-28 00:45:00,7.81,6.95
2021-07-28 00:46:00,7.79,6.93
2021-07-28 00:47:00,7.81,6.93
2021-07-28 00:48:00,7.82,6.93
2021-07-28 00:49:00,7.81,6.93
2021-07-28 00:50:00,7.78,6.93
2021-07-28 00:51:00,7.76,6.925
2021-07-28 00:52:00,7.74,6.91
2021-07-28 00:53:00,7.73,6.9
2021-07-28 00:54:00,7.7,6.88
2021-07-28 00:55:00,7.7,6.85
2021-07-28 00:56:00,7.7,6.84
2021-07-28 00:57:00,7.69,6.83
2021-07-28 00:58:00,7.68,6.81
2021-07-28 00:59:00,7.65,6.79
2021-07-28 01:00:00,7.64,6.76
2021-07-28 01:01:00,7.64,6.73
2021-07-28 01:02:00,7.62,6.71
2021-07-28 01:03:00,7.58,6.68
2021-07-28 01:04:00,7.56,6.63
2021-07-28 01:05:00,7.49,6.59
2021-07-28 01:06:00,7.46,6.53
2021-07-28 01:07:00,7.43,6.48
2021-07-28 01:08:00,7.45,6.44
2021-07-28 01:09:00,7.475,6.425000000000001
2021-07-28 01:10:00,7.42,6.38
2021-07-28 01:11:00,7.39,6.35
2021-07-28 01:12:00,7.39,6.32
2021-07-28 01:13:00,7.41,6.31
2021-07-28 01:14:00,7.42,6.3
2021-07-28 01:15:00,7.46,6.25
2021-07-28 01:16:00,7.47,6.27
2021-07-28 01:17:00,7.43,6.29
2021-07-28 01:18:00,7.45,6.3
2021-07-28 01:19:00,7.46,6.3
2021-07-28 01:20:00,7.45,6.26
2021-07-28 01:21:00,7.43,6.25
2021-07-28 01:22:00,7.42,6.23
2021-07-28 01:23:00,7.41,6.2
2021-07-28 01:24:00,7.42,6.19
2021-07-28 01:25:00,7.42,6.22
2021-07-28 01:26:00,7.395,6.18
2021-07-28 01:27:00,7.34,6.11
2021-07-28 01:28:00,7.31,6.09
2021-07-28 01:29:00,7.32,6.08
2021-07-28 01:30:00,7.32,6.08
2021-07-28 01:31:00,7.28,6.08
2021-07-28 01:32:00,7.25,6.05
2021-07-28 01:33:00,7.23,6.03
2021-07-28 01:34:00,7.2,6.03
2021-07-28 01:35:00,7.2,6
2021-07-28 01:36:00,7.22,5.98
2021-07-28 01:37:00,7.19,5.94
2021-07-28 01:38:00,7.17,5.97
2021-07-28 01:39:00,7.2,5.92
2021-07-28 01:40:00,7.19,5.96
2021-07-28 01:41:00,7.2,5.97
2021-07-28 01:42:00,7.2,5.95
2021-07-28 01:43:00,7.22,5.94
2021-07-28 01:44:00,7.21,5.9399999999999995
2021-07-28 01:45:00,7.17,5.92
2021-07-28 01:46:00,7.15,5.87
2021-07-28 01:47:00,7.11,5.89
2021-07-28 01:48:00,7.07,5.83
2021-07-28 01:49:00,7.04,5.8
2021-07-28 01:50:00,7.03,5.79
2021-07-28 01:51:00,7.01,5.75
2021-07-28 01:52:00,6.98,5.72
2021-07-28 01:53:00,7,5.72
2021-07-28 01:54:00,6.97,5.7
2021-07-28 01:55:00,6.93,5.69
2021-07-28 01:56:00,6.89,5.64
2021-07-28 01:57:00,6.87,5.59
2021-07-28 01:58:00,6.83,5.6
2021-07-28 01:59:00,6.83,5.52
2021-07-28 02:00:00,6.83,5.53
2021-07-28 02:01:00,6.885,5.525
2021-07-28 02:02:00,6.91,5.53
2021-07-28 02:03:00,6.95,5.5
2021-07-28 02:04:00,7,5.53
2021-07-28 02:05:00,7.03,5.56
2021-07-28 02:06:00,7.02,5.58
2021-07-28 02:07:00,7,5.57
2021-07-28 02:08:00,6.99,5.6
2021-07-28 02:09:00,6.98,5.59
2021-07-28 02:10:00,6.96,5.56
2021-07-28 02:11:00,6.93,5.54
2021-07-28 02:12:00,6.94,5.56
2021-07-28 02:13:00,6.9,5.53
2021-07-28 02:14:00,6.88,5.53
2021-07-28 02:15:00,6.87,5.49
2021-07-28 02:16:00,6.85,5.5
2021-07-28 02:17:00,6.81,5.46
2021-07-28 02:18:00,6.78,6.01
2021-07-28 02:19:00,6.74,5.5649999999999995
2021-07-28 02:20:00,6.66,5.34
2021-07-28 02:21:00,6.63,5.27
2021-07-28 02:22:00,6.6,5.22
2021-07-28 02:23:00,6.57,5.17
2021-07-28 02:24:00,6.55,5.13
2021-07-28 02:25:00,6.52,5.1
2021-07-28 02:26:00,6.5,5.04
2021-07-28 02:27:00,6.5,5
2021-07-28 02:28:00,6.46,5
2021-07-28 02:29:00,6.44,4.93
2021-07-28 02:30:00,6.42,4.9
2021-07-28 02:31:00,6.43,4.88
2021-07-28 02:32:00,6.43,4.88
2021-07-28 02:33:00,6.39,4.87
2021-07-28 02:34:00,6.38,4.85
2021-07-28 02:35:00,6.39,4.84
2021-07-28 02:36:00,6.405,4.825
2021-07-28 02:37:00,,
2021-07-28 02:38:00,6.335,4.779999999999999
2021-07-28 02:39:00,6.27,4.71
2021-07-28 02:40:00,6.25,4.68
2021-07-28 02:41:00,6.21,4.62
2021-07-28 02:42:00,6.25,4.58
